HEADER     22/ 3/ 0 3.2     

B 
9 1 0 0 1 1  0 .0050000                    0            0       1
 
8
 
 
AA 01
 
101BUS-   1                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.04736   -9.574
101BUS-   2                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.04848   -7.011
101BUS-   3                   .0000000 .0000000 322.0000 2.400000 .0000000 .0000000 100.0000    0  1.03003   -9.860
101BUS-   4                   .0000000 .0000000 500.0000 184.0000 .0000000 .0000000 100.0000    0  1.00355  -10.657
101BUS-   5                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.00484   -9.471
101BUS-   6                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.00719   -8.769
101BUS-   7                   .0000000 .0000000 233.8000 84.00000 .0000000 .0000000 100.0000    0  0.99653  -10.973
101BUS-   8                   .0000000 .0000000 522.0000 176.0000 .0000000 .0000000 100.0000    0  0.99556  -11.479
101BUS-   9                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.02802  -11.303
101BUS-  10                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.01684   -6.383
101BUS-  11                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.01235   -7.197
101BUS-  12                   .0000000 .0000000 8.500000 88.00000 .0000000 .0000000 100.0000    0  0.99980   -7.212
101BUS-  13                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.01398   -7.097
101BUS-  14                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.01148   -8.767
101BUS-  15                   .0000000 .0000000 320.0000 153.0000 .0000000 .0000000 100.0000    0  1.01545   -9.182
101BUS-  16                   .0000000 .0000000 329.0000 32.30000 .0000000 .0000000 100.0000    0  1.03189   -7.777
101BUS-  17                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03356   -8.776
101BUS-  18                   .0000000 .0000000 158.0000 30.00000 .0000000 .0000000 100.0000    0  1.03090   -9.617
101BUS-  19                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.04971   -3.150
101BUS-  20                   .0000000 .0000000 680.0000 103.0000 .0000000 .0000000 100.0000    0  0.99066   -4.563
101BUS-  21                   .0000000 .0000000 274.0000 115.0000 .0000000 .0000000 100.0000    0  1.03173   -5.370
101BUS-  22                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.04961   -0.919
101BUS-  23                   .0000000 .0000000 247.5000 84.60000 .0000000 .0000000 100.0000    0  1.04457   -1.118
101BUS-  24                   .0000000 .0000000 308.6000 -92.2000 .0000000 .0000000 100.0000    0  1.03738   -7.657
101BUS-  25                   .0000000 .0000000 224.0000 47.20000 .0000000 .0000000 100.0000    0  1.05696   -5.644
101BUS-  26                   .0000000 .0000000 139.0000 17.00000 .0000000 .0000000 100.0000    0  1.05164   -6.904
101BUS-  27                   .0000000 .0000000 281.0000 75.50000 .0000000 .0000000 100.0000    0  1.03748   -8.918
101BUS-  28                   .0000000 .0000000 206.0000 27.60000 .0000000 .0000000 100.0000    0  1.04963   -3.388
101BUS-  29                   .0000000 .0000000 283.5000 26.90000 .0000000 .0000000 100.0000    0  1.04944   -0.627
101BUS-  30                   250.0000 144.6541 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.04700   -4.590
101BUS-  31                   572.8723 207.6808 9.200000 4.600000 .0000000 .0000000 100.0000    0  0.98200    0.000
101BUS-  32                   650.0000 206.1027 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.98300    1.617
101BUS-  33                   632.0000 109.4490 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.99700    2.069
101BUS-  34                   508.0000 166.8967 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.01200    0.631
101BUS-  35                   650.0000 211.5257 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.04900    4.045
101BUS-  36                   560.0000 100.0633 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.06300    6.741
101BUS-  37                   540.0000 -.408959 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.02700    1.150
101BUS-  38                   830.0000 22.84583 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.02600    6.444
101BUS-  39                   1000.000 88.92007 1104.000 250.0000 .0000000 .0000000 100.0000    0  1.03000  -11.112
 
5  BUS-  30          -99990.0 999900.0 .0000000 104.7000 1
5  BUS-  31                            .0000000 98.20000 3
5  BUS-  32          -99990.0 999900.0 .0000000 98.30000 1
5  BUS-  33          -99990.0 999900.0 .0000000 99.70000 1
5  BUS-  34          -99990.0 999900.0 .0000000 101.2000 1
5  BUS-  35          -99990.0 999900.0 .0000000 104.9000 1
5  BUS-  36          -99990.0 999900.0 .0000000 106.3000 1
5  BUS-  37          -99990.0 999900.0 .0000000 102.7000 1
5  BUS-  38          -99990.0 999900.0 .0000000 102.6000 1
5  BUS-  39          -99990.0 999900.0 .0000000 103.0000 1
 
30BUS-   2 BUS-   11 .0035000 .0411000 .0000000 .3493500 100.0000  0
30BUS-  39 BUS-   11 .0010000 .0250000 .0000000 .3750000 100.0000  0
30BUS-   3 BUS-   21 .0013000 .0151000 .0000000 .1286000 100.0000  0
30BUS-  25 BUS-   21 .0070000 .0086000 .0000000 .0730000 100.0000  0
30BUS-   4 BUS-   31 .0013000 .0213000 .0000000 .1107000 100.0000  0
30BUS-  18 BUS-   31 .0011000 .0133000 .0000000 .1069000 100.0000  0
30BUS-   5 BUS-   41 .0008000 .0128000 .0000000 .0671000 100.0000  0
30BUS-  14 BUS-   41 .0008000 .0129000 .0000000 .0691000 100.0000  0
30BUS-   6 BUS-   51 .0002000 .0026000 .0000000 .0217000 100.0000  0
30BUS-   8 BUS-   51 .0008000 .0112000 .0000000 .0738000 100.0000  0
30BUS-   7 BUS-   61 .0006000 .0092000 .0000000 .0565000 100.0000  0
30BUS-  11 BUS-   61 .0007000 .0082000 .0000000 .0694500 100.0000  0
30BUS-   8 BUS-   71 .0004000 .0046000 .0000000 .0390000 100.0000  0
30BUS-   9 BUS-   81 .0023000 .0363000 .0000000 .1902000 100.0000  0
30BUS-  39 BUS-   91 .0010000 .0250000 .0000000 .6000000 100.0000  0
30BUS-  11 BUS-  101 .0004000 .0043000 .0000000 .0364500 100.0000  0
30BUS-  13 BUS-  101 .0004000 .0043000 .0000000 .0364500 100.0000  0
30BUS-  14 BUS-  131 .0009000 .0101000 .0000000 .0861500 100.0000  0
30BUS-  15 BUS-  141 .0018000 .0217000 .0000000 .1830000 100.0000  0
30BUS-  16 BUS-  151 .0009000 .0094000 .0000000 .0855000 100.0000  0
30BUS-  17 BUS-  161 .0007000 .0089000 .0000000 .0671000 100.0000  0
30BUS-  19 BUS-  161 .0016000 .0195000 .0000000 .1520000 100.0000  0
30BUS-  21 BUS-  161 .0008000 .0135000 .0000000 .1274000 100.0000  0
30BUS-  24 BUS-  161 .0003000 .0059000 .0000000 .0340000 100.0000  0
30BUS-  18 BUS-  171 .0007000 .0082000 .0000000 .0659500 100.0000  0
30BUS-  27 BUS-  171 .0013000 .0173000 .0000000 .1608000 100.0000  0
30BUS-  22 BUS-  211 .0008000 .0140000 .0000000 .1282500 100.0000  0
30BUS-  23 BUS-  221 .0006000 .0096000 .0000000 .0923000 100.0000  0
30BUS-  24 BUS-  231 .0022000 .0350000 .0000000 .1805000 100.0000  0
30BUS-  26 BUS-  251 .0032000 .0323000 .0000000 .2565000 100.0000  0
30BUS-  27 BUS-  261 .0014000 .0147000 .0000000 .1198000 100.0000  0
30BUS-  28 BUS-  261 .0043000 .0474000 .0000000 .3901000 100.0000  0
30BUS-  29 BUS-  261 .0057000 .0625000 .0000000 .5145000 100.0000  0
30BUS-  29 BUS-  281 .0014000 .0151000 .0000000 .1245000 100.0000  0
 
41BUS-  12 BUS-  111 .0016000 .0435000 .0000000 .0000000 100.0000 .9940357  0
41BUS-  12 BUS-  131 .0016000 .0435000 .0000000 .0000000 100.0000 .9940357  0
41BUS-   6 BUS-  311 .0000000 .0250000 .0000000 .0000000 100.0000 .9345794  0
41BUS-  10 BUS-  321 .0000000 .0200000 .0000000 .0000000 100.0000 .9345794  0
41BUS-  19 BUS-  331 .0007000 .0142000 .0000000 .0000000 100.0000 .9345794  0
41BUS-  20 BUS-  341 .0009000 .0180000 .0000000 .0000000 100.0000 .9910803  0
41BUS-  22 BUS-  351 .0000000 .0143000 .0000000 .0000000 100.0000 .9756098  0
41BUS-  23 BUS-  361 .0005000 .0272000 .0000000 .0000000 100.0000 1.000000  0
41BUS-  25 BUS-  371 .0006000 .0232000 .0000000 .0000000 100.0000 .9756098  0
41BUS-   2 BUS-  301 .0000000 .0181000 .0000000 .0000000 100.0000 .9756098  0
41BUS-  29 BUS-  381 .0008000 .0156000 .0000000 .0000000 100.0000 .9756098  0
41BUS-  19 BUS-  201 .0007000 .0138000 .0000000 .0000000 100.0000 .9433963  0
 
 
 
 
 
 
 
 
 
