 17/04/94 SURESH MUKNAH 100.0 UNIVE /Chine EPRI version
lftype.h
************************
LOAD2             BUS-3             BUS-3       322.0000000        2.4000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2             BUS-4             BUS-4       500.0000000      184.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2             BUS-7             BUS-7       233.8000000       84.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2             BUS-8             BUS-8       522.0000000      176.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2             BUS-12            BUS-12        8.5000000       88.0000000    0.0  0.0  0.0  0.0  1.0  1
*LOAD2            BUS-12            BUS-12         7.5000000       88.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-15            BUS-15       320.0000000      153.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-16            BUS-16       329.0000000       32.3000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-18            BUS-18       158.0000000       30.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-20            BUS-20       680.0000000      103.0000000    0.0  0.0  0.0  0.0  1.0  1
*LOAD2            BUS-20            BUS-20       628.0000000      103.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-21            BUS-21       274.0000000      115.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-23            BUS-23       247.5000000       84.6000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-24            BUS-24       308.6000000      -92.2000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-25            BUS-25       224.0000000       47.2000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-26            BUS-26       139.0000000       17.0000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-27            BUS-27       281.0000000       75.5000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-28            BUS-28       206.0000000       27.6000000    0.0  0.0  0.0  0.0  1.0  1
*LOAD2            BUS-29            BUS-29       283.5000000      126.9000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-29            BUS-29       283.5000000       26.9000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-31            BUS-31         9.2000000        4.6000000    0.0  0.0  0.0  0.0  1.0  1
LOAD2            BUS-39            BUS-39      1104.0000000      250.0000000    0.0  0.0  0.0  0.0  1.0  1
*
GENERCV    MBUS-30   BUS-30     250.00   136.2100  1.04750    1 
GENERCV    MBUS-31   BUS-31     572.93   170.3600  0.98200    1 
GENERCV    MBUS-32   BUS-32     650.00   175.9000  0.98310    1 
GENERCV    MBUS-33   BUS-33     632.00   103.3500  0.99720    1 
GENERCV    MBUS-34   BUS-34     508.00   164.4000  1.01230    1 
GENERCV    MBUS-35   BUS-35     650.00   204.8400  1.04930    1 
GENERCV    MBUS-36   BUS-36     560.00    96.8800  1.06350    1 
GENERCV    MBUS-37   BUS-37     540.00    -4.4400  1.02780    1 
GENERCV    MBUS-38   BUS-38     830.00    19.3900  1.02650    1 
GENERCV    MBUS-39   BUS-39    1000.00    68.4600  1.03000    1 
*
SLACKPH    MBUS-31   BUS-31  0.  1
*
LINE   LN1               BUS-2            BUS-1     0.00350    0.04110   -0.34935      0.00   1  1
LINE   LN2               BUS-39           BUS-1     0.00100    0.02500   -0.3750       0.00   1  1
LINE   LN4               BUS-3            BUS-2     0.00130    0.01510   -0.12860      0.00   1  1
LINE   LN5               BUS-25           BUS-2     0.00700    0.00860   -0.07300      0.00   1  1
LINE   LN6               BUS-4            BUS-3     0.00130    0.02130   -0.11070      0.00   1  1
LINE   LN7               BUS-18           BUS-3     0.00110    0.01330   -0.10690      0.00   1  1
LINE   LN8               BUS-5            BUS-4     0.00080    0.01280   -0.06710      0.00   1  1
LINE   LN9               BUS-14           BUS-4     0.00080    0.01290   -0.06910      0.00   1  1
LINE   LN10              BUS-6            BUS-5     0.00020    0.00260   -0.02170      0.00   1  1
LINE   LN11              BUS-8            BUS-5     0.00080    0.01120   -0.07380      0.00   1  1
LINE   LN12              BUS-7            BUS-6     0.00060    0.00920   -0.05650      0.00   1  1
LINE   LN13              BUS-11           BUS-6     0.00070    0.00820   -0.06945      0.00   1  1
LINE   LN14              BUS-8            BUS-7     0.00040    0.00460   -0.03900      0.00   1  1
LINE   LN15              BUS-9            BUS-8     0.00230    0.03630   -0.19020      0.00   1  1
LINE   LN16              BUS-39           BUS-9     0.00100    0.02500   -0.60000      0.00   1  1
LINE   LN17              BUS-11           BUS-10     0.00040    0.00430   -0.03645      0.00   1  1
LINE   LN18              BUS-13           BUS-10     0.00040    0.00430   -0.03645      0.00   1  1
LINE   LN19              BUS-14           BUS-13     0.00090    0.01010   -0.08615      0.00   1  1
LINE   LN20              BUS-15           BUS-14     0.00180    0.02170   -0.18300      0.00   1  1
LINE   LN21              BUS-16           BUS-15     0.00090    0.00940   -0.08550      0.00   1  1
LINE   LN22              BUS-17           BUS-16     0.00070    0.00890   -0.06710      0.00   1  1
LINE   LN23              BUS-19           BUS-16     0.00160    0.01950   -0.15200      0.00   1  1
LINE   LN24              BUS-21           BUS-16     0.00080    0.01350   -0.12740      0.00   1  1
LINE   LN25              BUS-24           BUS-16     0.00030    0.00590    -0.03400      0.00   1  1
LINE   LN26              BUS-18           BUS-17     0.00070    0.00820    -0.06595      0.00   1  1
LINE   LN27              BUS-27           BUS-17     0.00130    0.01730    -0.16080      0.00   1  1
LINE   LN28              BUS-22           BUS-21     0.00080    0.01400    -0.12825      0.00   1  1
LINE   LN29              BUS-23           BUS-22     0.00060    0.00960    -0.09230      0.00   1  1
LINE   LN30              BUS-24           BUS-23     0.00220    0.03500    -0.18050      0.00   1  1
LINE   LN31              BUS-26           BUS-25     0.00320    0.03230    -0.25650      0.00   1  1
LINE   LN32              BUS-27           BUS-26     0.00140    0.01470    -0.11980      0.00   1  1
LINE   LN33              BUS-28           BUS-26     0.00430    0.04740    -0.39010      0.00   1  1
LINE   LN34              BUS-29           BUS-26     0.00570    0.06250    -0.51450      0.00   1  1
LINE   LN35              BUS-29           BUS-28     0.00140    0.01510    -0.12450      0.00   1  1
TRFO  TR36              BUS-11           BUS-12     0.00160    0.04350    100.600      0.00  1 1
TRFO  TR37              BUS-13           BUS-12     0.00160    0.04350    100.600      0.00  1 1
TRFO  TR38              BUS-31           BUS-6      0.00000    0.02500    107.000      0.00  1 1
TRFO  TR40              BUS-32           BUS-10     0.00000    0.02000    107.000      0.00  1 1
TRFO  TR41              BUS-33           BUS-19     0.00070    0.01420    107.000      0.00  1 1
TRFO  TR42              BUS-34           BUS-20     0.00090    0.01800    100.900      0.00  1 1
TRFO  TR43              BUS-35           BUS-22     0.00000    0.01430    102.500      0.00  1 1
TRFO  TR44              BUS-36           BUS-23     0.00050    0.02720    100.000      0.00  1 1
TRFO  TR45              BUS-37           BUS-25     0.00060    0.02320    102.500      0.00  1 1
TRFO  TR46              BUS-30           BUS-2      0.00000    0.01810    102.500      0.00  1 1
TRFO  TR47              BUS-38           BUS-29     0.00080    0.01560    102.500      0.00  1 1
TRFO  TR48              BUS-20           BUS-19     0.00070    0.01380    106.000      0.00  1 1

 
