IEEE118 Test System 15/11//98 
lftype.h
*
THLOAD  LD1  bus-1          0.5100         0.2700
THLOAD  LD2  bus-2          0.2000         0.0900
THLOAD  LD3  bus-3          0.3900         0.1000
THLOAD  LD4  bus-4          0.3000         0.1200
THLOAD  LD5  bus-6          0.5200         0.2200
THLOAD  LD6  bus-7          0.1900         0.0200
THLOAD  LD7  bus-11          0.7000         0.2300
THLOAD  LD8  bus-12          0.4700         0.1000
THLOAD  LD9  bus-13          0.3400         0.1600
THLOAD  LD10  bus-14          0.1400         0.0100
THLOAD  LD11  bus-15          0.9000         0.3000
THLOAD  LD12  bus-16          0.2500         0.1000
THLOAD  LD13  bus-17          0.1100         0.0300
THLOAD  LD14  bus-18          0.6000         0.3400
THLOAD  LD15  bus-19          0.4500         0.2500
THLOAD  LD16  bus-20          0.1800         0.0300
THLOAD  LD17  bus-21          0.1400         0.0800
THLOAD  LD18  bus-22          0.1000         0.0500
THLOAD  LD19  bus-23          0.0700         0.0300
THLOAD  LD20  bus-27          0.6200         0.1300
THLOAD  LD21  bus-28          0.1700         0.0700
THLOAD  LD22  bus-29          0.2400         0.0400
THLOAD  LD23  bus-31          0.4300         0.2700
THLOAD  LD24  bus-32          0.5900         0.2300
THLOAD  LD25  bus-33          0.2300         0.0900
THLOAD  LD26  bus-34          0.5900         0.2600
THLOAD  LD27  bus-35          0.3300         0.0900
THLOAD  LD28  bus-36          0.3100         0.1700
THLOAD  LD29  bus-39          0.2700         0.1100
THLOAD  LD30  bus-40          0.2000         0.2300
THLOAD  LD31  bus-41          0.3700         0.1000
THLOAD  LD32  bus-42          0.3700         0.2300
THLOAD  LD33  bus-43          0.1800         0.0700
THLOAD  LD34  bus-44          0.1600         0.0800
THLOAD  LD35  bus-45          0.5300         0.2200
THLOAD  LD36  bus-46          0.2800         0.1000
THLOAD  LD37  bus-47          0.3400         0.0000
THLOAD  LD38  bus-48          0.2000         0.1100
THLOAD  LD39  bus-49          0.8700         0.3000
THLOAD  LD40  bus-50          0.1700         0.0400
THLOAD  LD41  bus-51          0.1700         0.0800
THLOAD  LD42  bus-52          0.1800         0.0500
THLOAD  LD43  bus-53          0.2300         0.1100
THLOAD  LD44  bus-54          1.1300         0.3200
THLOAD  LD45  bus-55          0.6300         0.2200
THLOAD  LD46  bus-56          0.8400         0.1800
THLOAD  LD47  bus-57          0.1200         0.0300
THLOAD  LD48  bus-58          0.1200         0.0300
THLOAD  LD49  bus-59          2.7700         1.1300
THLOAD  LD50  bus-60          0.7800         0.0300
THLOAD  LD51  bus-62          0.7700         0.1400
THLOAD  LD52  bus-66          0.3900         0.1800
THLOAD  LD53  bus-67          0.2800         0.0700
THLOAD  LD54  bus-70          0.6600         0.2000
THLOAD  LD55  bus-74          0.6800         0.2700
THLOAD  LD56  bus-75          0.4700         0.1100
THLOAD  LD57  bus-76          0.6800         0.3600
THLOAD  LD58  bus-77          0.6100         0.2800
THLOAD  LD59  bus-78          0.7100         0.2600
THLOAD  LD60  bus-79          0.3900         0.3200
THLOAD  LD61  bus-80          1.3000         0.2600
THLOAD  LD62  bus-82          0.5400         0.2700
THLOAD  LD63  bus-83          0.2000         0.1000
THLOAD  LD64  bus-84          0.1100         0.0700
THLOAD  LD65  bus-85          0.2400         0.1500
THLOAD  LD66  bus-86          0.2100         0.1000
THLOAD  LD67  bus-88          0.4800         0.1000
THLOAD  LD68  bus-90          0.7800         0.4200
THLOAD  LD69  bus-92          0.6500         0.1000
THLOAD  LD70  bus-93          0.1200         0.0700
THLOAD  LD71  bus-94          0.3000         0.1600
THLOAD  LD72  bus-95          0.4200         0.3100
THLOAD  LD73  bus-96          0.3800         0.1500
THLOAD  LD74  bus-97          0.1500         0.0900
THLOAD  LD75  bus-98          0.3400         0.0800
THLOAD  LD76  bus-100          0.3700         0.1800
THLOAD  LD77  bus-101          0.2200         0.1500
THLOAD  LD78  bus-102          0.0500         0.0300
THLOAD  LD79  bus-103          0.2300         0.1600
THLOAD  LD80  bus-104          0.3800         0.2500
THLOAD  LD81  bus-105          0.3100         0.2600
THLOAD  LD82  bus-106          0.4300         0.1600
THLOAD  LD83  bus-107          0.2800         0.1200
THLOAD  LD84  bus-108          0.0200         0.0100
THLOAD  LD85  bus-109          0.0800         0.0300
THLOAD  LD86  bus-110          0.3900         0.3000
THLOAD  LD87  bus-112          0.2500         0.1300
THLOAD  LD88  bus-114          0.0800         0.0300
THLOAD  LD89  bus-115          0.2200         0.0700
THLOAD  LD90  bus-117          0.2000         0.0800
THLOAD  LD91  bus-118          0.3300         0.1500
THSHUNT sh_1  bus-5          0.0000         0.4000
THSHUNT sh_2  bus-34          0.0000        -0.1400
THSHUNT sh_3  bus-37          0.0000         0.2500
THSHUNT sh_4  bus-44          0.0000        -0.1000
THSHUNT sh_5  bus-45          0.0000        -0.1000
THSHUNT sh_6  bus-46          0.0000        -0.1000
THSHUNT sh_7  bus-48          0.0000        -0.1500
THSHUNT sh_8  bus-74          0.0000        -0.1200
THSHUNT sh_9  bus-79          0.0000        -0.2000
THSHUNT sh_10  bus-82          0.0000        -0.2000
THSHUNT sh_11  bus-83          0.0000        -0.1000
THSHUNT sh_12  bus-105          0.0000        -0.2000
THSHUNT sh_13  bus-107          0.0000        -0.0600
THSHUNT sh_14  bus-110          0.0000        -0.0600
GENERCV GEN-1 bus-1          0.0000         0.0000  0.95500 1
GENERCV GEN-2 bus-4         -9.0000         0.0000  0.99800 1
GENERCV GEN-3 bus-6          0.0000         0.0000  0.99000 1
