HEADER     22/ 3/ 0 3.2     

B 
9 1 0 0 1 1  0 .0050000                    0            0       1
 
8
 
 
AA 01
 
101BUS-   1                   478.6631 128.8503 55.00000 17.00000 .0000000 .0000000 100.0000    0  1.04000    0.000
101BUS-   2                   .0000000 -.755631 3.000000 88.00000 .0000000 .0000000 100.0000    0  1.01000   -1.188
101BUS-   3                   40.00000 -.905294 41.00000 21.00000 .0000000 .0000000 100.0000    0  0.98500   -5.988
101BUS-   4                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.98078   -7.337
101BUS-   5                   .0000000 .0000000 13.00000 4.000000 .0000000 .0000000 100.0000    0  0.97650   -8.546
101BUS-   6                   .0000000 .8714858 75.00000 2.000000 .0000000 .0000000 100.0000    0  0.98000   -8.674
101BUS-   7                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.98420   -7.601
101BUS-   8                   450.0000 62.10027 150.0000 22.00000 .0000000 .0000000 100.0000    0  1.00500   -4.478
101BUS-   9                   .0000000 2.287754 121.0000 26.00000 .0000000 .0000000 100.0000    0  0.98000   -9.585
101BUS-  10                   .0000000 .0000000 5.000000 2.000000 .0000000 .0000000 100.0000    0  0.98624  -11.450
101BUS-  11                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.97396  -10.193
101BUS-  12                   310.0000 128.6308 377.0000 24.00000 .0000000 .0000000 100.0000    0  1.01500  -10.471
101BUS-  13                   .0000000 .0000000 18.00000 2.300000 .0000000 .0000000 100.0000    0  0.97889   -9.804
101BUS-  14                   .0000000 .0000000 10.50000 5.300000 .0000000 .0000000 100.0000    0  0.97018   -9.350
101BUS-  15                   .0000000 .0000000 22.00000 5.000000 .0000000 .0000000 100.0000    0  0.98803   -7.190
101BUS-  16                   .0000000 .0000000 43.00000 3.000000 .0000000 .0000000 100.0000    0  1.01337   -8.859
101BUS-  17                   .0000000 .0000000 42.00000 8.000000 .0000000 .0000000 100.0000    0  1.01745   -5.396
101BUS-  18                   .0000000 .0000000 27.20000 9.800000 .0000000 10.00000 100.0000    0  1.00066  -11.730
101BUS-  19                   .0000000 .0000000 3.300000 .6000000 .0000000 .0000000 100.0000    0  0.97016  -13.226
101BUS-  20                   .0000000 .0000000 2.300000 1.000000 .0000000 .0000000 100.0000    0  0.96379  -13.444
101BUS-  21                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.00850  -12.929
101BUS-  22                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.00975  -12.874
101BUS-  23                   .0000000 .0000000 6.300000 2.100000 .0000000 .0000000 100.0000    0  1.00833  -12.940
101BUS-  24                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.99923  -13.292
101BUS-  25                   .0000000 .0000000 6.300000 3.200000 .0000000 5.900000 100.0000    0  0.98252  -18.173
101BUS-  26                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.95882  -12.981
101BUS-  27                   .0000000 .0000000 9.300000 .5000000 .0000000 .0000000 100.0000    0  0.98154  -11.514
101BUS-  28                   .0000000 .0000000 4.600000 2.300000 .0000000 .0000000 100.0000    0  0.99668  -10.482
101BUS-  29                   .0000000 .0000000 17.00000 2.600000 .0000000 .0000000 100.0000    0  1.01022   -9.772
101BUS-  30                   .0000000 .0000000 3.600000 1.800000 .0000000 .0000000 100.0000    0  0.96266  -18.720
101BUS-  31                   .0000000 .0000000 5.800000 2.900000 .0000000 .0000000 100.0000    0  0.93593  -19.384
101BUS-  32                   .0000000 .0000000 1.600000 .8000000 .0000000 .0000000 100.0000    0  0.94988  -18.512
101BUS-  33                   .0000000 .0000000 3.800000 1.900000 .0000000 .0000000 100.0000    0  0.94758  -18.552
101BUS-  34                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.95920  -14.149
101BUS-  35                   .0000000 .0000000 6.000000 3.000000 .0000000 .0000000 100.0000    0  0.96621  -13.906
101BUS-  36                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.97583  -13.635
101BUS-  37                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.98489  -13.446
101BUS-  38                   .0000000 .0000000 14.00000 7.000000 .0000000 .0000000 100.0000    0  1.01281  -12.735
101BUS-  39                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.98282  -13.491
101BUS-  40                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  0.97281  -13.658
101BUS-  41                   .0000000 .0000000 6.300000 3.000000 .0000000 .0000000 100.0000    0  0.99622  -14.077
101BUS-  42                   .0000000 .0000000 7.100000 4.400000 .0000000 .0000000 100.0000    0  0.96653  -15.533
101BUS-  43                   .0000000 .0000000 2.000000 1.000000 .0000000 .0000000 100.0000    0  1.00956  -11.354
101BUS-  44                   .0000000 .0000000 12.00000 1.800000 .0000000 .0000000 100.0000    0  1.01680  -11.856
101BUS-  45                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03601   -9.270
101BUS-  46                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.05980  -11.116
101BUS-  47                   .0000000 .0000000 29.70000 11.60000 .0000000 .0000000 100.0000    0  1.03325  -12.512
101BUS-  48                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.02735  -12.611
101BUS-  49                   .0000000 .0000000 18.00000 8.500000 .0000000 .0000000 100.0000    0  1.03625  -12.936
101BUS-  50                   .0000000 .0000000 21.00000 10.50000 .0000000 .0000000 100.0000    0  1.02334  -13.413
101BUS-  51                   .0000000 .0000000 18.00000 5.300000 .0000000 .0000000 100.0000    0  1.05226  -12.533
101BUS-  52                   .0000000 .0000000 4.900000 2.200000 .0000000 .0000000 100.0000    0  0.98037  -11.498
101BUS-  53                   .0000000 .0000000 20.00000 10.00000 .0000000 6.300000 100.0000    0  0.97095  -12.253
101BUS-  54                   .0000000 .0000000 4.100000 1.400000 .0000000 .0000000 100.0000    0  0.99632  -11.710
101BUS-  55                   .0000000 .0000000 6.800000 3.400000 .0000000 .0000000 100.0000    0  1.03079  -10.801
101BUS-  56                   .0000000 .0000000 7.600000 2.200000 .0000000 .0000000 100.0000    0  0.96837  -16.065
101BUS-  57                   .0000000 .0000000 6.700000 2.000000 .0000000 .0000000 100.0000    0  0.96483  -16.584
 
5  BUS-   1                            .0000000 104.0000 3
5  BUS-   2          -17.0000 50.00000 .0000000 101.0000 1
5  BUS-   3          -10.0000 60.00000 .0000000 98.50000 1
5  BUS-   6          -8.00000 25.00000 .0000000 98.00000 1
5  BUS-   8          -140.000 200.0000 .0000000 100.5000 1
5  BUS-   9          -3.00000 9.000000 .0000000 98.00000 1
5  BUS-  12          -150.000 155.0000 .0000000 101.5000 1
 
30BUS-   2 BUS-   1  .0083000 .0280000 .0000000 .0645000 100.0000  0
30BUS-   3 BUS-   2  .0298000 .0850000 .0000000 .0409000 100.0000  0
30BUS-   4 BUS-   3  .0112000 .0366000 .0000000 .0190000 100.0000  0
30BUS-   5 BUS-   4  .0625000 .1320000 .0000000 .0129000 100.0000  0
30BUS-   6 BUS-   4  .0430000 .1480000 .0000000 .0174000 100.0000  0
30BUS-   7 BUS-   6  .0200000 .1020000 .0000000 .0138000 100.0000  0
30BUS-   8 BUS-   6  .0339000 .1730000 .0000000 .0235000 100.0000  0
30BUS-   9 BUS-   8  .0099000 .0505000 .0000000 .0274000 100.0000  0
30BUS-  10 BUS-   9  .0369000 .1679000 .0000000 .0220000 100.0000  0
30BUS-  11 BUS-   9  .0258000 .0848000 .0000000 .0109000 100.0000  0
30BUS-  12 BUS-   9  .0648000 .2950000 .0000000 .0386000 100.0000  0
30BUS-  13 BUS-   9  .0481000 .1580000 .0000000 .0203000 100.0000  0
30BUS-  14 BUS-  13  .0132000 .0434000 .0000000 .0055000 100.0000  0
30BUS-  15 BUS-  13  .0269000 .0869000 .0000000 .0115000 100.0000  0
30BUS-  15 BUS-   1  .0178000 .0910000 .0000000 .0494000 100.0000  0
30BUS-  16 BUS-   1  .0454000 .2060000 .0000000 .0273000 100.0000  0
30BUS-  17 BUS-   1  .0238000 .1080000 .0000000 .0143000 100.0000  0
30BUS-  15 BUS-   3  .0162000 .0530000 .0000000 .0272000 100.0000  0
30BUS-   6 BUS-   5  .0302000 .0641000 .0000000 .0062000 100.0000  0
30BUS-   8 BUS-   7  .0139000 .0712000 .0000000 .0097000 100.0000  0
30BUS-  12 BUS-  10  .0277000 .1262000 .0000000 .0164000 100.0000  0
30BUS-  13 BUS-  11  .0223000 .0732000 .0000000 .0094000 100.0000  0
30BUS-  13 BUS-  12  .0178000 .0580000 .0000000 .0302000 100.0000  0
30BUS-  16 BUS-  12  .0180000 .0813000 .0000000 .0108000 100.0000  0
30BUS-  17 BUS-  12  .0397000 .1790000 .0000000 .0238000 100.0000  0
30BUS-  15 BUS-  14  .0171000 .0547000 .0000000 .0074000 100.0000  0
30BUS-  19 BUS-  18  .4610000 .6850000 .0000000 .0000000 100.0000  0
30BUS-  20 BUS-  19  .2830000 .4340000 .0000000 .0000000 100.0000  0
30BUS-  22 BUS-  21  .0736000 .1170000 .0000000 .0000000 100.0000  0
30BUS-  23 BUS-  22  .0099000 .0152000 .0000000 .0000000 100.0000  0
30BUS-  24 BUS-  23  .1660000 .2560000 .0000000 .0042000 100.0000  0
30BUS-  27 BUS-  26  .1650000 .2540000 .0000000 .0000000 100.0000  0
30BUS-  28 BUS-  27  .0618000 .0954000 .0000000 .0000000 100.0000  0
30BUS-  29 BUS-  28  .0418000 .0587000 .0000000 .0000000 100.0000  0
30BUS-  30 BUS-  25  .1350000 .2020000 .0000000 .0000000 100.0000  0
30BUS-  31 BUS-  30  .3260000 .4970000 .0000000 .0000000 100.0000  0
30BUS-  32 BUS-  31  .5070000 .7550000 .0000000 .0000000 100.0000  0
30BUS-  33 BUS-  32  .0392000 .0360000 .0000000 .0000000 100.0000  0
30BUS-  35 BUS-  34  .0520000 .0780000 .0000000 .0016000 100.0000  0
30BUS-  36 BUS-  35  .0430000 .0537000 .0000000 .0008000 100.0000  0
30BUS-  37 BUS-  36  .0290000 .0366000 .0000000 .0000000 100.0000  0
30BUS-  38 BUS-  37  .0651000 .1009000 .0000000 .0010000 100.0000  0
30BUS-  39 BUS-  37  .0239000 .0379000 .0000000 .0000000 100.0000  0
30BUS-  40 BUS-  36  .0300000 .0466000 .0000000 .0000000 100.0000  0
30BUS-  38 BUS-  22  .0192000 .0295000 .0000000 .0000000 100.0000  0
30BUS-  42 BUS-  41  .2070000 .3520000 .0000000 .0000000 100.0000  0
30BUS-  43 BUS-  41  .0000000 .4120000 .0000000 .0000000 100.0000  0
30BUS-  44 BUS-  38  .0289000 .0585000 .0000000 .0010000 100.0000  0
30BUS-  47 BUS-  46  .0230000 .0680000 .0000000 .0016000 100.0000  0
30BUS-  48 BUS-  47  .0182000 .0233000 .0000000 .0000000 100.0000  0
30BUS-  49 BUS-  48  .0834000 .1290000 .0000000 .0024000 100.0000  0
30BUS-  50 BUS-  49  .0801000 .1280000 .0000000 .0000000 100.0000  0
30BUS-  51 BUS-  50  .1386000 .2200000 .0000000 .0000000 100.0000  0
30BUS-  52 BUS-  29  .1442000 .1870000 .0000000 .0000000 100.0000  0
30BUS-  53 BUS-  52  .0762000 .0984000 .0000000 .0000000 100.0000  0
30BUS-  54 BUS-  53  .1878000 .2320000 .0000000 .0000000 100.0000  0
30BUS-  55 BUS-  54  .1732000 .2265000 .0000000 .0000000 100.0000  0
30BUS-  45 BUS-  44  .0624000 .1242000 .0000000 .0020000 100.0000  0
30BUS-  41 BUS-  56  .5530000 .5490000 .0000000 .0000000 100.0000  0
30BUS-  42 BUS-  56  .2125000 .3540000 .0000000 .0000000 100.0000  0
30BUS-  56 BUS-  57  .1740000 .2600000 .0000000 .0000000 100.0000  0
30BUS-  49 BUS-  38  .1150000 .1770000 .0000000 .0015000 100.0000  0
30BUS-  48 BUS-  38  .0312000 .0482000 .0000000 .0000000 100.0000  0
 
41BUS-   4 BUS-  18  .0000000 .5550000 .0000000 .0000000 100.0000 1.030928  0
41BUS-   4 BUS-  18A .0000000 .4300000 .0000000 .0000000 100.0000 1.022495  0
41BUS-  21 BUS-  20  .0000000 .7767000 .0000000 .0000000 100.0000 .9587728  0
41BUS-  24 BUS-  25  .0000000 1.182000 .0000000 .0000000 100.0000 1.000000  0
41BUS-  24 BUS-  25A .0000000 1.230000 .0000000 .0000000 100.0000 1.000000  0
41BUS-  24 BUS-  26  .0000000 .0473000 .0000000 .0000000 100.0000 .9587728  0
41BUS-   7 BUS-  29  .0000000 .0648000 .0000000 .0000000 100.0000 1.034126  0
41BUS-  34 BUS-  32  .0000000 .9530000 .0000000 .0000000 100.0000 1.025641  0
41BUS-  11 BUS-  41  .0000000 .7490000 .0000000 .0000000 100.0000 1.047120  0
41BUS-  15 BUS-  45  .0000000 .1042000 .0000000 .0000000 100.0000 1.047120  0
41BUS-  14 BUS-  46  .0000000 .0735000 .0000000 .0000000 100.0000 1.111111  0
41BUS-  10 BUS-  51  .0000000 .0712000 .0000000 .0000000 100.0000 1.075269  0
41BUS-  13 BUS-  49  .0000000 .1910000 .0000000 .0000000 100.0000 1.117319  0
41BUS-  11 BUS-  43  .0000000 .1530000 .0000000 .0000000 100.0000 1.043841  0
41BUS-  40 BUS-  56  .0000000 1.195000 .0000000 .0000000 100.0000 1.043841  0
41BUS-  39 BUS-  57  .0000000 1.355000 .0000000 .0000000 100.0000 1.020408  0
41BUS-   9 BUS-  55  .0000000 .1205000 .0000000 .0000000 100.0000 1.063830  0
 
