HEADER     22/ 3/ 0 3.2     

B 
9 1 0 0 1 1  0 .0050000                    0            0       1
 
8
 
 
AA 01
 
101BUS-   1                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.08100   -4.322
101BUS-   2                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.08085   -4.388
101BUS-   3                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.10153   -4.024
101BUS-   4                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.10153   -4.024
101BUS-   5                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.10181   -4.024
101BUS-   6                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.04330   -7.837
101BUS-   7                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.07631    3.210
101BUS-   8                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.11365    1.148
101BUS-   9                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03959   -8.052
101BUS-  10                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03957   -8.053
101BUS-  11                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.09367  -10.657
101BUS-  12                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03887   -8.770
101BUS-  13                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.09819  -11.430
101BUS-  14                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03853   -9.178
101BUS-  15                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.06831   -9.811
101BUS-  16                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.06864   -9.865
101BUS-  17                   .0000000 .0000000 .0000000 .0000000 .0000000 -250.000 100.0000    0  1.00124   -9.441
101BUS-  18                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.07465  -10.881
101BUS-  19                   .0000000 .0000000 .0000000 .0000000 .0000000 -58.0000 100.0000    0  1.07082  -10.960
101BUS-  20                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.11306  -10.959
101BUS-  21                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.10856  -11.242
101BUS-  22                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03105   -3.884
101BUS-  23                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.09786   -5.510
101BUS-  24                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.02722    2.305
101BUS-  25                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03796   -9.871
101BUS-  26                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.08944  -11.375
101BUS-  27                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.03885  -13.074
101BUS-  28                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.07622  -15.279
101BUS-  29                   .0000000 .0000000 .0000000 .0000000 .0000000 -126.000 100.0000    0  1.07461  -15.442
101BUS-  30                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.07308   -5.350
101BUS-  31                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.09053  -11.814
101BUS-  32                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.09371  -10.665
101BUS-  33                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.13925   -4.062
101BUS-  34                   .0000000 .0000000 45.05000 46.56000 .0000000 .0000000 100.0000    0  1.13871   -4.003
101BUS-  35                   .0000000 .0000000 49.19000 27.53000 .0000000 .0000000 100.0000    0  1.13900   -4.081
101BUS-  36                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.13854   -3.815
101BUS-  37                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.12352   -6.233
101BUS-  38                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.13058   -5.293
101BUS-  39                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.12696   -7.916
101BUS-  40                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.12694   -7.921
101BUS-  41                   .0000000 .0000000 .0000000 .0000000 54000.00 -10.0000 100.0000    0  1.11884  -10.432
101BUS-  42                   .0000000 .0000000 .0000000 .0000000 54800.00 -10.0000 100.0000    0  1.11881  -10.446
101BUS-  43                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.11894  -10.404
101BUS-  44                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.11892  -10.418
101BUS-  45                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.11729  -11.415
101BUS-  46                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.11730  -11.410
101BUS-  47                   .0000000 .0000000 .0000000 .0000000 15200.00 5.370000 100.0000    0  1.12753   -6.726
101BUS-  48                   .0000000 .0000000 .0000000 .0000000 13800.00 5.200000 100.0000    0  1.12783   -6.706
101BUS-  49                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.12790   -6.697
101BUS-  50                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.12761   -6.716
101BUS-  51                   .0000000 .0000000 58.45000 28.44000 .0000000 .0000000 100.0000    0  1.11240  -10.160
101BUS-  52                   .0000000 .0000000 .0000000 .0000000 23000.00 -9.70000 100.0000    0  1.11178  -11.132
101BUS-  53                   .0000000 .0000000 .0000000 .0000000 23200.00 -9.70000 100.0000    0  1.11178  -11.134
101BUS-  54                   .0000000 .0000000 .0000000 .0000000 18800.00 -9.30000 100.0000    0  1.11311  -11.786
101BUS-  55                   .0000000 .0000000 .0000000 .0000000 18700.00 -9.20000 100.0000    0  1.11312  -11.786
101BUS-  56                   .0000000 .0000000 .0000000 .0000000 18600.00 -7.50000 100.0000    0  1.10716   -9.943
101BUS-  57                   .0000000 .0000000 .0000000 .0000000 18800.00 -7.00000 100.0000    0  1.10720   -9.944
101BUS-  58                   .0000000 .0000000 76.30000 -10.8000 121000.0 140.0000 100.0000    0  1.10666   -9.764
101BUS-  59                   .0000000 .0000000 .0000000 .0000000 508000.0 8.630000 100.0000    0  1.11645  -10.843
101BUS-  60                   51.00000 32.91705 .0000000 .0000000 201000.0 165.0000 100.0000    0  1.13700   -6.367
101BUS-  61                   .0000000 .0000000 .0000000 .0000000 .0000000 149.0000 100.0000    0  1.11443  -11.891
101BUS-  62                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.05660  -14.469
101BUS-  63                   .0000000 .0000000 .0000000 .0000000 822999.9 525.0000 100.0000    0  1.11092  -13.980
101BUS-  64                   .0000000 .0000000 .0000000 .0000000 123000.0 -26.0000 100.0000    0  1.09800   -9.288
101BUS-  65                   .0000000 .0000000 .0000000 .0000000 124000.0 -26.0000 100.0000    0  1.09798   -9.290
101BUS-  66                   .0000000 .0000000 102.2000 26.70000 216000.0 1897.000 100.0000    0  1.11289    1.318
101BUS-  67                   1486.000 285.1893 .0000000 .0000000 1821000. 1280.000 100.0000    0  1.09000   -5.658
101BUS-  68                   .0000000 .0000000 .0000000 -7.41000 56300.00 -25.0000 100.0000    0  1.20860  -30.986
101BUS-  69                   .0000000 .0000000 .0000000 .0000000 971000.0 -144.000 100.0000    0  1.09675  -10.417
101BUS-  70                   .0000000 .0000000 .0000000 56.63000 103000.0 -86.0000 100.0000    0  0.99983  -14.167
101BUS-  71                   .0000000 .0000000 .0000000 -21.2000 106000.0 -122.000 100.0000    0  1.02748  -14.261
101BUS-  72                   .0000000 .0000000 .0000000 .0000000 1019000. 24.60000 100.0000    0  1.10072  -11.195
101BUS-  73                   .0000000 .0000000 .0000000 .0000000 1222000. 841.0000 100.0000    0  1.09752  -11.060
101BUS-  74                   .0000000 .0000000 81.90000 43.70000 857000.0 574.0000 100.0000    0  1.09727  -11.461
