**** Solved  case ****
RES_V  bus-2             1.042803   -5.497294  1
RES_V  bus-1             1.060000    0.000000  1
RES_V  bus-3             1.020470   -7.992091  1
RES_V  bus-4             1.011605   -9.647761  1
RES_V  bus-5             1.010000  -14.397610  1
RES_V  bus-6             1.010137  -11.378620  1
RES_V  bus-7             1.002302  -13.145611  1
RES_V  bus-8             1.010000  -12.129522  1
RES_V  bus-9             1.050854  -14.431921  1
RES_V  bus-10            1.045080  -16.027217  1
RES_V  bus-11            1.082000  -14.431921  1
RES_V  bus-12            1.057034  -15.289605  1
RES_V  bus-13            1.071000  -15.289605  1
RES_V  bus-14            1.042193  -16.179488  1
RES_V  bus-15            1.037610  -16.269016  1
RES_V  bus-16            1.044335  -15.864742  1
RES_V  bus-17            1.039848  -16.192328  1
RES_V  bus-18            1.028090  -16.878470  1
RES_V  bus-19            1.025594  -17.049270  1
RES_V  bus-20            1.029683  -16.851130  1
RES_V  bus-21            1.032677  -16.470372  1
RES_V  bus-22            1.033208  -16.456264  1
RES_V  bus-23            1.027115  -16.654722  1
RES_V  bus-24            1.021522  -16.824506  1
RES_V  bus-25            1.017279  -16.391095  1
RES_V  bus-26            0.999601  -16.810802  1
RES_V  bus-27            1.023191  -15.863241  1
RES_V  bus-28            1.006724  -12.003646  1
RES_V  bus-29            1.003351  -17.093325  1
RES_V  bus-30            0.991876  -17.976256  1
RES_MAC  GEN-1           bus-1             261.02834  -16.10472   1
RES_MAC  GEN-2           bus-2              40.00000   50.00000   1
RES_MAC  GEN-3           bus-5               0.00000   37.08505   1
RES_MAC  GEN-4           bus-8               0.00000   37.48208   1
RES_MAC  GEN-5           bus-11              0.00000   16.20168   1
RES_MAC  GEN-6           bus-13              0.00000   10.68409   1
