 00/00/01                      100.0  0    0 0                                                                                                                                                                                                                                                             
BUS DATA FOLLOWS                   30 ITEMS
   1 bus-1   100   1  1  3 1.06  0.     0.       0.        261.0333-20.3561 100.    1.06   999900 -99990    0.      0.        0                                                                                                                                                                            
   2 bus-2   100   1  1  2 1.045 -5.527 21.7     12.7      40.     57.13472 100.    1.045   50.   -40.      0.      0.        0                                                                                                                                                                            
   3 bus-3   100   1  1    1.021 -7.986 2.4      1.2       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   4 bus-4   100   1  1    1.012 -9.64  7.6      1.6       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   5 bus-5   100   1  1  2 1.01  -14.37 94.2     19.       0.      35.67917 100.    1.01    40.   -40.      0.      0.        0                                                                                                                                                                            
   6 bus-6   100   1  1    1.01  -11.36 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   7 bus-7   100   1  1    1.002 -13.12 22.8     10.9      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   8 bus-8   100   1  1  2 1.01  -12.1  30.      30.       0.      36.25423 100.    1.01    40.   -10.      0.      0.        0                                                                                                                                                                            
   9 bus-9   100   1  1    1.051 -14.41 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  10 bus-10  100   1  1    1.045 -16.01 5.8      2.        0.      0.       100.    1.       0.     0.      0.      0.19      0                                                                                                                                                                            
  11 bus-11  100   1  1  2 1.082 -14.41 0.       0.        0.      16.06589 100.    1.082   24.    -6.      0.      0.        0                                                                                                                                                                            
  12 bus-12  100   1  1    1.057 -15.27 11.2     7.5       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  13 bus-13  100   1  1  2 1.071 -15.27 0.       0.        0.      10.48362 100.    1.071   24.    -6.      0.      0.        0                                                                                                                                                                            
  14 bus-14  100   1  1    1.042 -16.16 6.2      1.6       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  15 bus-15  100   1  1    1.037 -16.25 8.2      2.5       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  16 bus-16  100   1  1    1.044 -15.85 3.5      1.8       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  17 bus-17  100   1  1    1.04  -16.17 9.       5.8       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  18 bus-18  100   1  1    1.028 -16.86 3.2      0.9       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  19 bus-19  100   1  1    1.025 -17.03 9.5      3.4       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  20 bus-20  100   1  1    1.03  -16.83 2.2      0.7       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  21 bus-21  100   1  1    1.033 -16.45 17.5     11.2      0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  22 bus-22  100   1  1    1.033 -16.44 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  23 bus-23  100   1  1    1.027 -16.63 3.2      1.6       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  24 bus-24  100   1  1    1.021 -16.8  8.7      6.7       0.      0.       100.    1.       0.     0.      0.      0.043     0                                                                                                                                                                            
  25 bus-25  100   1  1    1.017 -16.37 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  26 bus-26  100   1  1    0.999 -16.79 3.5      2.3       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  27 bus-27  100   1  1    1.023 -15.84 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  28 bus-28  100   1  1    1.007 -11.98 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  29 bus-29  100   1  1    1.003 -17.07 2.4      0.9       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  30 bus-30  100   1  1    0.992 -17.95 10.6     1.9       0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
-999
BRANCH DATA FOLLOWS                   41 ITEMS
   2    1  1  1      0.0192    0.0575      0.0528 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   3    1  1  1      0.0452    0.1852      0.0408 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   4    2  1  1      0.057     0.1737      0.0368 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   4    3  1  1      0.0132    0.0379      0.0084 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   5    2  1  1      0.0472    0.1983      0.0418 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   6    2  1  1      0.0581    0.1763      0.0374 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   6    4  1  1      0.0119    0.0414      0.009  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   7    5  1  1      0.046     0.116       0.0204 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   7    6  1  1      0.0267    0.082       0.017  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   8    6  1  1      0.012     0.042       0.009  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   6    9  1  1   2  0.        0.208       0.     0    0     0      0    0  0.978  0      0      0       0      0      0                                                                                                                                                                                   
   6   10  1  1   2  0.        0.556       0.     0    0     0      0    0  0.969  0      0      0       0      0      0                                                                                                                                                                                   
  11    9  1  1      0.        0.208       0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  10    9  1  1      0.        0.11        0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
   4   12  1  1   2  0.        0.256       0.     0    0     0      0    0  0.932  0      0      0       0      0      0                                                                                                                                                                                   
  13   12  1  1      0.        0.14        0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  14   12  1  1      0.1231    0.2559      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  15   12  1  1      0.0662    0.1304      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  16   12  1  1      0.0945    0.1987      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  15   14  1  1      0.221     0.1997      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  17   16  1  1      0.0524    0.1923      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  18   15  1  1      0.1073    0.2185      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  19   18  1  1      0.0639    0.1292      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  20   19  1  1      0.034     0.068       0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  20   10  1  1      0.0936    0.209       0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  17   10  1  1      0.0324    0.0845      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  21   10  1  1      0.0348    0.0749      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  22   10  1  1      0.0727    0.1499      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  22   21  1  1      0.0116    0.0236      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  23   15  1  1      0.1       0.202       0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  24   22  1  1      0.115     0.179       0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  24   23  1  1      0.132     0.27        0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  25   24  1  1      0.1885    0.3292      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  26   25  1  1      0.2544    0.38        0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  27   25  1  1      0.1093    0.2087      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  28   27  1  1   2  0.        0.396       0.     0    0     0      0    0  0.968  0      0      0       0      0      0                                                                                                                                                                                   
  29   27  1  1      0.2198    0.4153      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  30   27  1  1      0.3202    0.6027      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  30   29  1  1      0.2399    0.4533      0.     0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  28    8  1  1      0.0636    0.2         0.0428 0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
  28    6  1  1      0.0169    0.0599      0.013  0    0     0      0    0  0      0      0      0       0      0      0                                                                                                                                                                                   
-999
LOSS ZONES FOLLOWS   0 ITEMS
-99
INTERCHANGE DATA FOLLOWS      0 ITEMS
-9
TIE LINES FOLLOWS             0 ITEMS
-999
END OF DATA
