**** Solved  case ****
RES_V  bus_1             1.024000    0.000000  1
RES_V  bus_2             1.056157   -2.464702  1
RES_V  bus_3             1.045357   -4.164587  1
RES_V  bus_4             1.029924   -2.907932  1
RES_V  bus_5             1.033900   -4.913620  1
RES_V  bus_6             1.049931   -2.992052  1
RES_V  bus_7             0.778137  -12.587864  1
RES_V  bus_8             0.863736  -15.629901  1
RES_V  bus_9             1.133194  -16.669998  1
RES_V  bus_10            0.754397  -22.706262  1
RES_V  bus_11            0.985624  -25.905575  1
*
RES_MAC  mbus_1          bus_1              65.80213   37.76864   1

