**** Solved  case ****
RES_V  bus-2             1.080854   -4.388392  1
RES_V  bus-1             1.080998   -4.321783  1
RES_V  bus-3             1.101531   -4.024493  1
RES_V  bus-4             1.101531   -4.024493  1
RES_V  bus-5             1.101815   -4.024302  1
RES_V  bus-6             1.043302   -7.836981  1
RES_V  bus-33            1.139246   -4.061909  1
RES_V  bus-93            1.000000   -1.918637  1
RES_V  bus-113           0.977972   -4.388392  1
RES_V  bus-114           0.977972   -4.388392  1
RES_V  bus-7             1.076307    3.209771  1
RES_V  bus-9             1.039593   -8.051985  1
RES_V  bus-10            1.039570   -8.052784  1
RES_V  bus-12            1.038866   -8.769703  1
RES_V  bus-8             1.113654    1.148398  1
RES_V  bus-66            1.112889    1.317658  1
RES_V  bus-104           1.005912   13.675913  1
RES_V  bus-11            1.093672  -10.657518  1
RES_V  bus-69            1.096755  -10.417009  1
RES_V  bus-32            1.093710  -10.665057  1
RES_V  bus-13            1.098190  -11.430439  1
RES_V  bus-14            1.038526   -9.177649  1
RES_V  bus-25            1.037962   -9.871069  1
RES_V  bus-72            1.100724  -11.194633  1
RES_V  bus-15            1.068306   -9.811489  1
RES_V  bus-16            1.068639   -9.864903  1
RES_V  bus-17            1.001237   -9.441194  1
RES_V  bus-58            1.106655   -9.764052  1
RES_V  bus-18            1.074646  -10.880559  1
RES_V  bus-19            1.070822  -10.960531  1
RES_V  bus-20            1.113058  -10.959290  1
RES_V  bus-21            1.108557  -11.242346  1
RES_V  bus-22            1.031053   -3.884426  1
RES_V  bus-59            1.116456  -10.843350  1
RES_V  bus-23            1.097861   -5.509735  1
RES_V  bus-24            1.027216    2.304459  1
RES_V  bus-30            1.073075   -5.350228  1
RES_V  bus-78            1.073980   -5.188940  1
RES_V  bus-83            1.098487   -5.381163  1
RES_V  bus-76            1.020878    5.535940  1
RES_V  bus-77            0.987964    6.721037  1
RES_V  bus-26            1.089438  -11.374786  1
RES_V  bus-27            1.038854  -13.073957  1
RES_V  bus-31            1.090535  -11.814190  1
RES_V  bus-73            1.097524  -11.060012  1
RES_V  bus-74            1.097267  -11.461236  1
RES_V  bus-28            1.076214  -15.279348  1
RES_V  bus-29            1.074610  -15.442167  1
RES_V  bus-75            1.117873  -15.187826  1
RES_V  bus-34            1.138712   -4.002576  1
RES_V  bus-35            1.139003   -4.080729  1
RES_V  bus-37            1.123517   -6.232653  1
RES_V  bus-38            1.130577   -5.293053  1
RES_V  bus-39            1.126960   -7.916448  1
RES_V  bus-40            1.126940   -7.920555  1
RES_V  bus-49            1.127904   -6.696915  1
RES_V  bus-50            1.127609   -6.715770  1
RES_V  bus-110           1.000000   -1.307607  1
RES_V  bus-36            1.138542   -3.815264  1
RES_V  bus-99            1.000000    1.097170  1
RES_V  bus-87            1.065152   -7.171818  1
RES_V  bus-88            1.109421   -8.345345  1
RES_V  bus-43            1.118948  -10.404239  1
RES_V  bus-84            1.115579   -9.439461  1
RES_V  bus-44            1.118921  -10.418212  1
RES_V  bus-42            1.118815  -10.446326  1
RES_V  bus-41            1.118842  -10.432110  1
RES_V  bus-46            1.117300  -11.409929  1
RES_V  bus-45            1.117294  -11.414984  1
RES_V  bus-61            1.114431  -11.890997  1
RES_V  bus-85            1.116494  -13.046184  1
RES_V  bus-48            1.127834   -6.706359  1
RES_V  bus-47            1.127532   -6.725814  1
RES_V  bus-51            1.112401  -10.159574  1
RES_V  bus-52            1.111782  -11.132470  1
RES_V  bus-53            1.111783  -11.134004  1
RES_V  bus-56            1.107155   -9.942924  1
RES_V  bus-57            1.107203   -9.944371  1
RES_V  bus-54            1.113113  -11.785881  1
RES_V  bus-55            1.113122  -11.785908  1
RES_V  bus-98            0.970000    5.185983  1
RES_V  bus-100           1.014000    0.702154  1
RES_V  bus-103           1.000000    1.513277  1
RES_V  bus-60            1.137000   -6.367462  1
RES_V  bus-79            1.052000   -9.510911  1
RES_V  bus-80            1.069000   -8.210655  1
RES_V  bus-89            1.066000    3.683460  1
RES_V  bus-92            0.956120  -12.752245  1
RES_V  bus-94            1.020000   -0.742368  1
RES_V  bus-107           1.021077  -13.574733  1
RES_V  bus-135           1.107000   29.044505  1
RES_V  bus-90            0.950000   -7.354462  1
RES_V  bus-95            0.920000   18.881484  1
RES_V  bus-138           1.113792   12.010997  1
RES_V  bus-62            1.056601  -14.468890  1
RES_V  bus-63            1.110921  -13.979993  1
RES_V  bus-64            1.098002   -9.287902  1
RES_V  bus-65            1.097977   -9.289690  1
RES_V  bus-86            1.056691  -14.009816  1
RES_V  bus-67            1.090000   -5.657718  1
RES_V  bus-102           1.019000   -4.764253  1
RES_V  bus-116           1.043000  -16.861965  1
RES_V  bus-117           1.030000  -15.323754  1
RES_V  bus-118           1.010000  -17.793316  1
RES_V  bus-124           1.000000   -1.885835  1
RES_V  bus-97            0.967000   -4.344835  1
RES_V  bus-68            1.208598  -30.985734  1
RES_V  bus-111           1.000000    7.970885  1
