IEEE118 Test System 15/11//98 
lftype.h
*
THLOAD  LD1  bus-1          0.5500         0.1700
THLOAD  LD2  bus-2          0.0300         0.8800
THLOAD  LD3  bus-3          0.4100         0.2100
THLOAD  LD4  bus-5          0.1300         0.0400
THLOAD  LD5  bus-6          0.7500         0.0200
THLOAD  LD6  bus-8          1.5000         0.2200
THLOAD  LD7  bus-9          1.2100         0.2600
THLOAD  LD8  bus-10          0.0500         0.0200
THLOAD  LD9  bus-12          3.7700         0.2400
THLOAD  LD10  bus-13          0.1800         0.0230
THLOAD  LD11  bus-14          0.1050         0.0530
THLOAD  LD12  bus-15          0.2200         0.0500
THLOAD  LD13  bus-16          0.4300         0.0300
THLOAD  LD14  bus-17          0.4200         0.0800
THLOAD  LD15  bus-18          0.2720         0.0980
THLOAD  LD16  bus-19          0.0330         0.0060
THLOAD  LD17  bus-20          0.0230         0.0100
THLOAD  LD18  bus-23          0.0630         0.0210
THLOAD  LD19  bus-25          0.0630         0.0320
THLOAD  LD20  bus-27          0.0930         0.0050
THLOAD  LD21  bus-28          0.0460         0.0230
THLOAD  LD22  bus-29          0.1700         0.0260
THLOAD  LD23  bus-30          0.0360         0.0180
THLOAD  LD24  bus-31          0.0580         0.0290
THLOAD  LD25  bus-32          0.0160         0.0080
THLOAD  LD26  bus-33          0.0380         0.0190
THLOAD  LD27  bus-35          0.0600         0.0300
THLOAD  LD28  bus-38          0.1400         0.0700
THLOAD  LD29  bus-41          0.0630         0.0300
THLOAD  LD30  bus-42          0.0710         0.0440
THLOAD  LD31  bus-43          0.0200         0.0100
THLOAD  LD32  bus-44          0.1200         0.0180
THLOAD  LD33  bus-47          0.2970         0.1160
THLOAD  LD34  bus-49          0.1800         0.0850
THLOAD  LD35  bus-50          0.2100         0.1050
THLOAD  LD36  bus-51          0.1800         0.0530
THLOAD  LD37  bus-52          0.0490         0.0220
THLOAD  LD38  bus-53          0.2000         0.1000
THLOAD  LD39  bus-54          0.0410         0.0140
THLOAD  LD40  bus-55          0.0680         0.0340
THLOAD  LD41  bus-56          0.0760         0.0220
THLOAD  LD42  bus-57          0.0670         0.0200
THSHUNT sh_1  bus-18          0.0000        -0.1000
THSHUNT sh_2  bus-25          0.0000        -0.0590
THSHUNT sh_3  bus-53          0.0000        -0.0630
THSLACK GEN-1  1.04 0
GENER   GEN-1 bus-1  128.90000  -16.10000  1 
GENERCV GEN-2 bus-2          0.0000        -0.8000  1.01000 1
GENERCV GEN-3 bus-3         40.0000        -1.0000  0.98500 1
GENERCV GEN-4 bus-6          0.0000         0.8000  0.98000 1
GENERCV GEN-5 bus-8        450.0000        62.1000  1.00500 1
GENERCV GEN-6 bus-9          0.0000         2.2000  0.98000 1
GENERCV GEN-7 bus-12        310.0000       128.5000  1.01500 1
GENERDATA GEN-2 0. 0. 0. 0. 1. 99999. -99999.   50.00  -17.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-3 0. 0. 0. 0. 1. 99999. -99999.   60.00  -10.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-4 0. 0. 0. 0. 1. 99999. -99999.   25.00   -8.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-5 0. 0. 0. 0. 1. 99999. -99999.  200.00 -140.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-6 0. 0. 0. 0. 1. 99999. -99999.    9.00   -3.00 1.5 0 0 0. 99999 1 
GENERDATA GEN-7 0. 0. 0. 0. 1. 99999. -99999.  155.00 -150.00 1.5 0 0 0. 99999 1 

RES_V  bus-1    1.0400000    0.0000000  1
RES_V  bus-2    1.0100000   -1.1800000  1
RES_V  bus-3    0.9850000   -5.9700000  1
RES_V  bus-4    0.9810000   -7.3200000  1
RES_V  bus-5    0.9760000   -8.5200000  1
RES_V  bus-6    0.9800000   -8.6500000  1
