 00/00/01                      100.0  0    0 0                                                                                                                                                                                                                                                             
BUS DATA FOLLOWS                  145 ITEMS
   1 bus-1   100   1  1    1.082 -5.442 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   2 bus-2   100   1  1    1.082 -5.509 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   3 bus-3   100   1  1    1.102 -5.14  0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
   4 bus-4   100   1  1    1.102 -5.14  0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
   5 bus-5   100   1  1    1.103 -5.14  0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
   6 bus-6   100   1  1    1.048 -8.959 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   7 bus-7   100   1  1    1.096 1.8476 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   8 bus-8   100   1  1    1.119 -0.094 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
   9 bus-9   100   1  1    1.044 -9.173 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  10 bus-10  100   1  1    1.044 -9.173 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  11 bus-11  100   1  1    1.097 -11.76 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  12 bus-12  100   1  1    1.043 -9.886 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  13 bus-13  100   1  1    1.102 -12.54 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  14 bus-14  100   1  1    1.042 -10.29 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  15 bus-15  100   1  1    1.072 -10.92 0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
  16 bus-16  100   1  1    1.072 -10.97 0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
  17 bus-17  100   1  1    1.004 -10.55 0.       0.        0.      0.       100.    1.       0.     0.      0.     -2.5       0                                                                                                                                                                            
  18 bus-18  100   1  1    1.077 -11.99 0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
  19 bus-19  100   1  1    1.073 -12.07 0.       0.        0.      0.       100.    1.       0.     0.      0.     -0.58      0                                                                                                                                                                            
  20 bus-20  100   1  1    1.115 -12.06 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  21 bus-21  100   1  1    1.111 -12.35 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  22 bus-22  100   1  1    1.032 -5.009 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  23 bus-23  100   1  1    1.099 -6.636 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  24 bus-24  100   1  1    1.028 1.1764 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  25 bus-25  100   1  1    1.042 -10.98 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  26 bus-26  100   1  1    1.091 -12.5  0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  27 bus-27  100   1  1    1.042 -14.15 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  28 bus-28  100   1  1    1.079 -16.33 0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
  29 bus-29  100   1  1    1.077 -16.49 0.       0.        0.      0.       100.    1.       0.     0.      0.     -1.26      0                                                                                                                                                                            
  30 bus-30  100   1  1    1.075 -6.469 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  31 bus-31  100   1  1    1.092 -12.93 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  32 bus-32  100   1  1    1.097 -11.77 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  33 bus-33  100   1  1    1.14  -5.178 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  34 bus-34  100   1  1    1.14  -5.119 45.05    46.56     0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  35 bus-35  100   1  1    1.14  -5.197 49.19    27.53     0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  36 bus-36  100   1  1    1.139 -4.932 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
  37 bus-37  100   1  1    1.125 -7.345 0.       0.        0.      0.       100.    1.       0.     0.      0.      0.        0                                                                                                                                                                            
