HEADER     22/ 3/ 0 3.2     

B 
9 1 0 0 1 1  0 .0050000                    0            0       1
 
8
 
 
AA 01
 
101BUS-   1                   232.3854 -16.8889 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.06000    0.000
101BUS-   2                   40.00000 42.39574 21.70000 12.70000 .0000000 .0000000 100.0000    0  1.04500   -4.981
101BUS-   3                   .0000000 23.39305 94.20000 19.00000 .0000000 .0000000 100.0000    0  1.01000  -12.718
101BUS-   4                   .0000000 .0000000 47.80000 -3.90000 .0000000 .0000000 100.0000    0  1.01862  -10.324
101BUS-   5                   .0000000 .0000000 7.600000 1.600000 .0000000 .0000000 100.0000    0  1.02026   -8.783
101BUS-   6                   .0000000 12.24009 11.20000 7.500000 .0000000 .0000000 100.0000    0  1.07000  -14.223
101BUS-   7                   .0000000 .0000000 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.06195  -13.368
101BUS-   8                   .0000000 17.35626 .0000000 .0000000 .0000000 .0000000 100.0000    0  1.09000  -13.368
101BUS-   9                   .0000000 .0000000 29.50000 16.60000 .0000000 19.00000 100.0000    0  1.05635  -14.947
101BUS-  10                   .0000000 .0000000 9.000000 5.800000 .0000000 .0000000 100.0000    0  1.05133  -15.104
101BUS-  11                   .0000000 .0000000 3.500000 1.800000 .0000000 .0000000 100.0000    0  1.05708  -14.795
101BUS-  12                   .0000000 .0000000 6.100000 1.600000 .0000000 .0000000 100.0000    0  1.05522  -15.077
101BUS-  13                   .0000000 .0000000 13.50000 5.800000 .0000000 .0000000 100.0000    0  1.05044  -15.159
101BUS-  14                   .0000000 .0000000 14.90000 5.000000 .0000000 .0000000 100.0000    0  1.03579  -16.039
 
5  BUS-   1                            .0000000 106.0000 3
5  BUS-   2          -40.0000 50.00000 .0000000 104.5000 1
5  BUS-   3          .0000000 40.00000 .0000000 101.0000 1
5  BUS-   6          -6.00000 24.00000 .0000000 107.0000 1
5  BUS-   8          -6.00000 24.00000 .0000000 109.0000 1
 
30BUS-   1 BUS-   2  .0193800 .0591700 .0000000 .0264000 100.0000  0
30BUS-   2 BUS-   3  .0469900 .1979700 .0000000 .0219000 100.0000  0
30BUS-   2 BUS-   4  .0581100 .1763200 .0000000 .0187000 100.0000  0
30BUS-   1 BUS-   5  .0540300 .2230400 .0000000 .0246000 100.0000  0
30BUS-   2 BUS-   5  .0569500 .1738800 .0000000 .0170000 100.0000  0
30BUS-   3 BUS-   4  .0670100 .1710300 .0000000 .0173000 100.0000  0
30BUS-   4 BUS-   5  .0133500 .0421100 .0000000 .0064000 100.0000  0
30BUS-   7 BUS-   8  .0000000 .1761500 .0000000 .0000000 100.0000  0
30BUS-   7 BUS-   9  .0000000 .1100100 .0000000 .0000000 100.0000  0
30BUS-   9 BUS-  10  .0318100 .0845000 .0000000 .0000000 100.0000  0
30BUS-   6 BUS-  11  .0949800 .1989000 .0000000 .0000000 100.0000  0
30BUS-   6 BUS-  12  .1229100 .2558100 .0000000 .0000000 100.0000  0
30BUS-   6 BUS-  13  .0661500 .1302700 .0000000 .0000000 100.0000  0
30BUS-   9 BUS-  14  .1271100 .2703800 .0000000 .0000000 100.0000  0
30BUS-  10 BUS-  11  .0820500 .1920700 .0000000 .0000000 100.0000  0
30BUS-  12 BUS-  13  .2209200 .1998800 .0000000 .0000000 100.0000  0
30BUS-  13 BUS-  14  .1709300 .3480200 .0000000 .0000000 100.0000  0
 
41BUS-   5 BUS-   6  .0000000 .2520200 .0000000 .0000000 100.0000 1.072961  0
41BUS-   4 BUS-   7  .0000000 .2091200 .0000000 .0000000 100.0000 1.022495  0
41BUS-   4 BUS-   9  .0000000 .5561800 .0000000 .0000000 100.0000 1.031992  0
 
